Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Admission grade,Displaced,Previous qualification (grade),Curricular units 2nd sem (evaluations),Application order,Daytime/evening attendance	,Curricular units 2nd sem (credited),Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),GDP,Course,Target
6,11.9,7,12.60625,1,0,8,7,108.5,1,133.1,12,3,1,0,0,9,1.79,9500,Graduate
5,13.2,8,13.75,0,0,9,10,138.2,0,140.0,17,1,1,4,7,15,3.51,9085,Dropout
6,12.285714285714286,5,11.142857142857142,1,1,6,6,124.5,0,135.0,8,1,1,0,0,11,-0.92,9238,Graduate
1,11.0,1,10.0,1,0,5,5,132.3,1,140.0,10,1,1,0,0,9,0.32,9147,Dropout
4,11.5,6,11.666666666666666,1,0,6,6,120.7,1,128.0,10,1,1,0,0,8,0.79,9254,Graduate
6,13.142857142857142,6,14.0,1,1,6,6,132.6,0,141.0,7,1,1,0,0,8,2.02,9670,Graduate
0,0.0,0,0.0,1,0,5,5,140.0,0,140.0,9,2,1,0,0,9,1.74,9130,Dropout
7,12.04142857142857,7,12.04142857142857,1,0,8,8,124.5,1,139.0,9,6,1,0,0,9,1.74,9500,Graduate
0,0.0,0,0.0,1,1,0,0,142.0,1,142.0,0,1,1,0,0,0,0.79,171,Graduate
12,14.583333333333334,13,13.76923076923077,1,0,12,13,130.0,0,130.0,16,1,1,9,12,14,0.79,9254,Graduate
13,15.307692307692308,18,15.444444444444445,1,0,13,18,144.0,0,130.0,13,1,1,11,13,20,-4.06,9003,Graduate
0,0.0,2,10.0,0,0,6,3,140.0,0,140.0,0,1,1,0,0,3,1.74,9070,Dropout
3,10.333333333333334,4,12.25,1,0,6,6,113.9,1,120.0,13,1,1,0,0,8,-1.7,9853,Dropout
6,15.166666666666666,6,14.5,0,0,6,6,137.2,0,147.0,6,1,1,0,0,6,1.74,9238,Graduate
6,16.375,6,15.571428571428571,1,0,6,6,140.0,1,140.0,8,1,1,0,0,7,1.79,9085,Graduate
6,14.714285714285714,6,15.571428571428571,1,0,6,6,152.3,0,161.0,7,1,1,0,0,7,2.02,9130,Graduate
6,12.166666666666666,5,13.8,1,0,6,6,112.5,0,133.1,7,1,0,0,0,8,-3.12,8014,Graduate
2,14.8,3,10.666666666666666,0,0,5,5,101.0,0,150.0,14,2,1,0,0,8,1.74,9147,Dropout
4,11.75,5,11.6,1,1,6,6,112.3,1,113.0,8,6,1,0,0,8,3.51,9238,Graduate
0,0.0,1,13.0,0,0,6,6,114.0,1,140.0,12,1,1,0,0,11,-3.12,9238,Dropout
4,13.625,3,12.0,1,0,5,5,130.0,0,130.0,11,1,1,0,0,9,1.74,9147,Graduate
12,12.333333333333334,12,12.333333333333334,1,0,14,14,121.5,0,120.0,14,2,1,11,11,14,0.32,9500,Graduate
0,0.0,1,11.0,0,0,6,6,130.0,0,130.0,0,1,0,0,0,12,-1.7,8014,Dropout
4,10.5,4,12.25,0,0,6,6,125.7,0,120.0,13,1,1,0,0,10,3.51,9003,Dropout
0,0.0,0,0.0,0,0,8,7,128.0,1,140.0,8,1,1,0,0,7,1.74,9556,Dropout
8,13.63,8,13.63,1,1,8,8,120.0,0,133.1,9,1,1,0,0,9,-3.12,9500,Graduate
4,11.5,3,13.0,1,0,5,5,117.8,1,130.0,7,1,1,0,0,8,0.32,9670,Graduate
8,16.37777777777778,7,16.9,1,1,8,7,169.7,0,176.0,9,1,1,0,0,7,-0.92,9500,Graduate
4,12.0,5,12.0,1,0,6,6,117.7,1,124.0,11,4,1,0,0,10,-0.92,9238,Graduate
6,13.285714285714286,6,12.5,1,0,6,6,121.8,1,120.0,7,1,0,2,3,6,1.79,8014,Graduate
7,12.764285714285714,7,12.764285714285714,1,0,8,8,128.3,1,140.0,8,2,1,0,0,8,1.74,9500,Graduate
5,12.166666666666666,5,13.75,1,1,5,5,132.2,1,143.0,6,2,1,0,0,8,0.79,9147,Graduate
0,0.0,0,0.0,1,0,0,0,134.3,1,136.0,0,2,1,0,0,0,1.79,171,Dropout
8,15.68333333333333,7,14.604285714285712,1,1,8,7,123.4,0,132.0,9,1,1,0,0,7,2.02,9500,Graduate
0,0.0,0,0.0,0,0,5,5,121.7,0,133.1,7,1,0,0,0,7,-0.92,9991,Dropout
6,12.5,5,13.833333333333334,1,1,6,6,130.0,0,100.0,7,1,0,0,0,9,-3.12,8014,Graduate
8,13.57625,8,13.57625,1,1,8,8,126.5,1,137.0,8,3,1,0,0,8,-3.12,9500,Graduate
6,15.833333333333334,6,15.142857142857142,1,1,6,6,159.7,1,153.0,6,1,1,0,0,7,-1.7,9238,Graduate
5,11.6,3,10.666666666666666,1,0,5,5,151.3,0,160.0,8,1,1,0,0,8,0.32,9147,Graduate
6,12.0,5,11.2,1,0,6,6,138.0,1,145.0,6,1,1,0,0,11,-3.12,9238,Graduate
8,13.76375,8,13.76375,1,0,8,8,126.5,1,137.0,8,5,1,0,0,8,-3.12,9500,Graduate
5,12.2,5,10.714285714285714,1,1,6,6,112.3,0,120.0,10,1,1,0,0,10,-1.7,9238,Graduate
6,11.666666666666666,6,12.166666666666666,1,0,6,6,127.3,1,122.0,7,1,1,0,0,6,-3.12,9238,Graduate
6,14.357142857142858,6,14.357142857142858,1,0,7,7,130.0,1,130.0,8,1,1,1,1,8,0.32,9500,Graduate
6,12.666666666666666,6,12.833333333333334,1,0,6,6,115.0,1,133.1,6,2,1,0,0,6,-0.92,9773,Graduate
7,13.925714285714283,7,13.925714285714283,1,0,8,8,131.5,1,150.0,8,6,1,0,0,8,1.74,9500,Graduate
3,11.0,2,12.0,1,0,5,5,125.7,0,133.1,9,1,0,0,0,9,1.74,9991,Dropout
8,13.744444444444444,7,13.44285714285714,1,0,8,7,126.8,1,141.0,9,6,1,0,0,7,-0.92,9500,Graduate
0,0.0,1,16.0,1,0,5,5,132.4,1,146.0,5,1,1,0,0,5,-3.12,9119,Dropout
6,13.2,6,13.125,1,0,6,6,150.0,1,150.0,10,1,1,0,0,8,-0.92,9003,Graduate
0,0.0,0,0.0,1,0,6,6,95.0,0,133.1,6,1,1,0,0,7,-4.06,9670,Dropout
4,11.0,5,11.4,0,0,4,9,128.2,0,120.0,4,1,0,4,5,9,1.74,9991,Dropout
3,11.666666666666666,2,11.0,0,0,5,4,130.0,0,150.0,9,1,1,0,0,12,-3.12,9130,Dropout
5,13.0,5,13.666666666666666,1,0,6,6,159.9,1,140.0,10,1,1,2,2,14,-0.92,9085,Graduate
1,10.0,4,11.75,0,0,5,6,100.0,0,140.0,6,1,0,0,2,10,-1.7,9991,Dropout
1,13.0,1,10.0,1,0,7,7,116.5,0,133.1,7,1,1,0,0,11,-0.92,9853,Dropout
6,12.833333333333334,6,13.5,1,1,6,6,120.0,0,128.0,9,1,1,0,0,8,2.02,9238,Graduate
0,0.0,0,0.0,1,0,6,6,117.0,1,117.0,0,3,1,0,0,0,1.79,9238,Dropout
5,11.8,3,13.0,0,0,6,6,118.1,1,124.0,10,2,1,0,0,11,-3.12,9853,Dropout
6,16.0,6,14.833333333333334,1,0,6,6,153.5,1,158.0,6,1,1,0,0,7,2.02,9254,Graduate
6,12.857142857142858,6,11.833333333333334,1,0,6,6,127.9,1,137.0,7,1,1,0,0,6,-4.06,9773,Graduate
5,12.333333333333334,5,12.0,1,1,6,6,118.8,1,123.0,11,3,1,0,0,10,2.02,9670,Graduate
6,11.333333333333334,4,12.75,1,0,6,6,126.7,1,126.0,7,1,1,0,0,11,0.32,9238,Graduate
1,10.0,0,0.0,1,1,6,6,110.0,1,133.1,16,1,1,0,0,7,2.02,9130,Dropout
6,12.857142857142858,6,12.0,1,0,6,6,115.0,1,115.0,7,1,1,0,0,6,2.02,9238,Graduate
8,13.8,7,11.677777777777775,1,0,8,7,119.0,1,132.0,8,3,1,0,0,9,-1.7,9556,Graduate
7,13.6,7,13.6,1,1,8,8,121.8,1,132.0,8,4,1,0,0,8,-1.7,9500,Graduate
6,15.875,6,16.0,1,0,6,6,133.4,1,143.0,8,1,1,0,0,7,1.79,9085,Graduate
6,11.5,5,11.8,1,0,6,6,131.4,1,137.0,7,3,1,0,0,9,0.32,9238,Graduate
2,14.0,0,0.0,1,0,6,5,135.0,0,130.0,7,1,1,2,0,5,0.79,9119,Dropout
0,0.0,0,0.0,1,0,6,6,122.8,0,121.0,0,2,1,0,0,0,1.79,9773,Dropout
6,16.2,6,16.142857142857142,1,1,6,6,140.0,0,130.0,10,1,1,0,0,7,-3.12,9853,Graduate
7,11.785714285714286,7,11.785714285714286,1,1,8,8,125.3,1,135.0,8,2,1,0,0,8,-1.7,9500,Graduate
8,13.42375,8,13.42375,1,1,8,8,126.3,1,137.0,8,6,1,0,0,8,-3.12,9500,Graduate
5,14.166666666666666,6,12.5,1,0,6,6,100.0,0,100.0,10,1,1,0,0,8,2.02,9670,Graduate
7,12.464285714285714,7,12.464285714285714,1,1,8,8,121.3,1,127.0,8,2,1,0,0,8,1.74,9500,Graduate
0,0.0,1,10.0,1,0,6,6,120.0,0,140.0,9,1,1,0,0,8,1.74,9670,Dropout
4,12.4,5,12.6,1,0,5,5,129.7,1,131.0,6,1,1,0,0,5,-0.92,9147,Graduate
4,12.0,2,10.0,1,0,5,5,132.1,1,151.0,6,1,1,0,0,7,0.32,9147,Dropout
0,0.0,0,0.0,1,0,6,7,120.3,0,130.0,0,1,1,0,0,7,3.51,9853,Dropout
5,12.333333333333334,5,11.6,1,0,5,5,120.0,0,120.0,8,1,0,0,0,7,1.79,9991,Graduate
6,13.5,6,12.166666666666666,1,0,6,6,123.1,1,136.0,6,2,1,0,0,8,2.02,9254,Graduate
5,12.666666666666666,4,13.6,1,0,6,6,119.4,1,125.0,7,5,1,0,0,10,2.02,9670,Graduate
5,11.8,4,12.5,0,0,5,5,140.0,0,133.1,8,1,1,0,0,8,-3.12,9147,Dropout
6,12.625,6,11.714285714285714,1,1,6,6,113.0,1,120.0,8,1,1,0,0,7,0.79,9238,Graduate
6,13.0,6,13.5,1,1,6,6,133.9,1,143.0,7,3,1,0,0,7,-0.92,9773,Graduate
7,13.024285714285714,7,13.024285714285714,1,1,8,8,115.5,1,133.1,8,3,1,0,0,8,1.74,9500,Graduate
0,0.0,0,0.0,0,0,6,6,116.5,1,121.0,0,5,1,0,0,12,-3.12,9254,Dropout
5,18.571428571428573,5,17.333333333333332,1,1,5,5,171.2,0,168.0,8,1,1,0,0,6,1.79,9119,Graduate
4,11.5,4,11.0,1,1,5,5,119.1,0,124.0,7,1,1,0,0,7,-3.12,9670,Graduate
6,12.5,6,13.666666666666666,1,0,7,7,121.1,1,127.0,9,2,1,0,0,10,1.79,9853,Dropout
6,11.833333333333334,6,12.833333333333334,1,0,6,6,132.8,0,137.0,8,1,1,0,0,6,1.74,9238,Graduate
4,11.5,5,12.6,1,0,6,6,126.7,1,120.0,11,1,1,0,0,9,0.32,9773,Graduate
7,13.771428571428572,6,14.333333333333334,1,0,8,7,105.8,1,110.0,9,1,1,0,0,8,2.02,9500,Graduate
7,14.285714285714286,7,14.285714285714286,1,0,8,8,140.0,0,143.0,8,1,1,0,0,8,-1.7,9500,Graduate
2,10.0,3,11.75,1,0,6,6,120.0,0,120.0,12,1,1,0,2,15,0.79,9003,Dropout
5,17.6,5,14.8,1,0,5,5,119.5,1,124.0,5,5,1,0,0,5,3.51,9119,Graduate
0,0.0,0,0.0,0,0,6,6,153.9,0,168.0,0,1,1,0,0,7,1.79,9003,Dropout
0,0.0,1,10.0,1,0,5,6,130.0,0,133.1,5,1,0,0,0,14,-0.92,8014,Dropout
0,0.0,0,0.0,1,0,5,5,107.0,1,150.0,5,2,1,0,0,5,0.32,9670,Dropout
5,12.38,4,12.6,1,0,7,7,132.8,0,140.0,9,1,1,0,0,10,1.79,9500,Dropout
5,11.8,5,12.428571428571429,1,0,5,5,127.5,1,145.0,7,1,0,0,0,9,0.32,9991,Graduate
0,0.0,3,12.333333333333334,1,0,5,5,122.0,0,123.0,5,1,1,0,0,7,3.51,9147,Dropout
0,0.0,0,0.0,0,0,6,6,114.8,1,120.0,0,5,1,0,0,0,3.51,9254,Dropout
0,0.0,0,0.0,1,0,0,0,140.0,0,140.0,0,1,1,0,0,0,-4.06,171,Graduate
8,13.333333333333334,10,12.1,1,0,8,11,111.0,0,126.0,9,1,1,2,5,12,2.02,9670,Graduate
6,15.0,6,14.714285714285714,1,1,6,6,133.2,1,137.0,6,2,1,0,0,7,0.79,9773,Graduate
6,12.833333333333334,6,12.666666666666666,1,0,6,6,123.0,1,130.0,7,3,1,0,0,6,-1.7,9773,Graduate
10,13.3,12,14.384615384615383,1,1,10,12,150.0,0,150.0,12,1,1,5,7,14,3.51,9003,Graduate
5,12.2,5,13.4,1,1,5,5,132.3,1,147.0,6,3,1,0,0,5,-1.7,9147,Graduate
7,13.314285714285717,7,13.314285714285717,1,0,8,8,126.0,1,140.0,8,1,1,0,0,8,-1.7,9500,Graduate
7,11.98857142857143,7,11.98857142857143,1,0,8,8,119.3,1,132.0,8,3,1,0,0,8,1.74,9500,Graduate
8,12.88888888888889,11,11.545454545454543,1,0,9,11,133.8,1,130.0,13,1,1,3,6,17,3.51,9147,Graduate
6,13.875,6,16.46153846153846,1,1,6,6,126.5,1,130.0,8,1,1,0,0,13,-4.06,9085,Graduate
6,12.833333333333334,6,13.666666666666666,1,1,6,6,138.4,1,151.0,6,1,1,0,0,7,1.74,9773,Graduate
8,13.411111111111111,7,12.65,1,0,8,7,129.0,1,144.0,9,4,1,0,0,8,-0.92,9500,Dropout
7,14.65,6,14.37,1,0,8,7,129.8,1,131.0,10,2,1,0,0,8,1.79,9500,Graduate
3,10.666666666666666,3,12.0,0,1,6,6,128.3,1,130.0,15,5,1,0,0,12,0.32,9773,Dropout
3,11.0,4,12.0,1,1,6,6,130.0,0,130.0,14,1,1,0,0,11,1.74,9254,Dropout
5,11.2,5,12.6,1,0,6,6,121.9,1,131.0,7,2,1,0,0,10,1.74,9853,Graduate
6,12.333333333333334,6,12.166666666666666,1,0,6,6,129.4,0,135.0,6,5,1,0,0,6,1.74,9238,Graduate
8,13.76375,8,13.76375,1,1,8,8,125.5,1,145.0,8,5,1,0,0,8,-3.12,9500,Graduate
6,12.8,6,12.4,1,1,7,7,117.8,1,118.0,8,6,1,0,0,11,2.02,9556,Graduate
6,14.333333333333334,6,14.333333333333334,1,0,7,7,139.0,1,152.0,7,2,1,0,0,7,0.32,9500,Graduate
0,0.0,1,10.0,0,0,6,6,137.7,1,137.0,13,1,1,0,0,14,0.32,9254,Dropout
8,14.622222222222224,7,14.69625,1,0,8,7,113.6,1,123.0,9,4,1,0,0,8,1.79,9500,Graduate
8,13.9125,7,12.855555555555556,1,1,8,7,128.5,0,131.0,8,3,1,0,0,9,-1.7,9556,Graduate
8,13.994444444444444,7,13.7,1,0,8,7,142.8,0,141.0,9,1,1,0,0,7,2.02,9500,Graduate
1,12.0,0,0.0,0,0,5,5,137.7,0,144.0,10,1,1,1,0,9,1.74,9130,Dropout
8,13.333333333333334,7,13.285714285714286,1,0,8,7,123.2,0,133.0,9,1,1,0,0,7,-0.92,9500,Graduate
5,11.0,5,11.5,1,0,6,6,120.0,1,120.0,13,1,1,0,0,14,-4.06,9130,Dropout
7,11.4,7,11.4,1,1,8,8,119.3,1,130.0,8,1,1,0,0,8,1.74,9500,Graduate
6,11.333333333333334,6,12.333333333333334,1,1,6,6,121.0,0,120.0,8,1,1,2,3,6,0.79,9238,Graduate
4,12.2,5,12.8,1,0,6,6,139.4,1,138.0,10,5,1,0,0,7,1.74,9773,Graduate
4,15.0,5,12.0,1,1,5,5,113.9,1,124.0,8,1,1,0,0,8,-1.7,9085,Graduate
5,13.5,5,13.0,1,1,6,6,124.6,1,133.0,9,1,1,0,0,8,-3.12,9853,Graduate
6,11.0,6,11.833333333333334,0,1,6,6,123.8,1,122.0,8,1,1,0,0,6,-1.7,9070,Dropout
6,13.333333333333334,6,14.0,1,0,6,6,126.3,1,138.0,9,3,1,0,0,8,3.51,9085,Graduate
6,13.5,6,12.333333333333334,1,1,6,6,120.4,1,134.0,6,4,1,0,0,6,-0.92,9773,Graduate
6,12.833333333333334,6,12.5,1,1,6,6,139.9,1,133.1,11,1,1,0,1,7,3.51,9085,Graduate
0,0.0,0,0.0,1,0,0,0,133.3,1,142.0,0,1,1,0,0,0,1.74,171,Graduate
7,15.657142857142857,7,15.657142857142857,1,0,8,8,126.0,1,141.0,8,3,1,0,0,8,-1.7,9500,Graduate
6,11.333333333333334,6,12.166666666666666,1,0,6,6,133.5,0,145.0,6,2,1,0,0,6,-1.7,9070,Graduate
0,0.0,0,0.0,1,0,6,6,127.9,1,145.0,0,2,1,0,0,0,1.74,9853,Dropout
0,0.0,4,11.75,1,0,6,6,102.5,0,140.0,12,1,1,0,0,8,0.32,9773,Dropout
0,0.0,0,0.0,0,0,5,5,97.0,0,133.1,5,1,1,0,0,10,-4.06,9254,Dropout
0,0.0,0,0.0,0,0,0,0,134.7,0,128.0,0,1,1,0,0,0,1.74,171,Dropout
0,0.0,0,0.0,0,0,5,5,113.8,0,120.0,0,1,1,0,0,0,-4.06,9119,Dropout
0,0.0,1,13.0,1,0,5,5,116.9,0,120.0,5,4,1,0,0,9,3.51,9119,Dropout
7,13.331428571428573,7,13.331428571428573,1,1,8,8,124.0,1,139.0,8,4,1,0,0,8,1.74,9500,Graduate
0,0.0,0,0.0,1,0,6,6,117.5,0,139.3,0,1,1,0,0,0,1.79,9070,Dropout
0,0.0,0,0.0,1,0,0,0,154.8,1,150.0,0,1,1,0,0,0,1.79,171,Graduate
6,13.7,6,13.7,1,0,7,7,141.0,0,138.0,7,1,1,0,0,7,0.32,9500,Graduate
0,0.0,0,0.0,0,0,5,5,120.0,0,133.1,5,1,1,0,0,5,-3.12,9670,Dropout
6,13.875,9,13.454545454545457,1,0,7,9,133.6,1,136.0,9,1,1,2,4,12,2.02,9119,Dropout
7,12.2,7,12.2,1,0,8,8,122.0,1,134.0,8,6,1,0,0,8,-1.7,9500,Graduate
4,11.0,3,10.0,1,0,5,5,120.0,1,140.0,10,1,1,0,0,8,-1.7,9147,Dropout
6,12.857142857142858,5,13.0,1,1,6,6,114.2,0,110.0,7,1,1,0,0,7,3.51,9670,Graduate
6,14.0,6,12.0,1,0,6,6,95.5,0,133.1,6,1,0,0,0,11,2.02,8014,Graduate
7,15.028571428571428,7,15.028571428571428,1,0,8,8,120.0,0,129.0,8,1,1,0,0,8,-1.7,9500,Graduate
6,11.714285714285714,6,12.0,1,0,6,6,111.1,0,116.0,7,1,1,0,0,8,-4.06,9238,Graduate
5,12.4,5,12.0,1,0,6,6,128.6,1,130.0,8,1,1,0,0,8,-3.12,9773,Graduate
3,11.333333333333334,3,13.666666666666666,0,0,8,7,130.0,0,130.0,8,1,1,3,3,7,1.74,9556,Dropout
0,0.0,0,0.0,1,0,0,0,111.1,0,116.0,0,1,1,0,0,0,0.79,171,Dropout
0,0.0,0,0.0,1,1,0,0,134.4,1,147.0,0,1,1,0,0,0,1.74,171,Graduate
0,0.0,1,14.0,0,0,6,6,131.0,1,117.0,7,5,1,0,0,6,-3.12,9070,Dropout
0,0.0,0,0.0,1,0,6,6,125.0,0,141.0,7,1,1,0,0,6,2.02,9238,Dropout
5,12.583333333333334,7,12.375,1,0,7,7,106.0,1,133.1,11,1,1,0,0,8,3.51,9556,Graduate
0,0.0,0,0.0,0,0,8,7,128.0,1,133.1,0,1,1,0,0,0,-0.92,9500,Dropout
13,11.076923076923077,18,11.421052631578949,1,0,13,18,120.0,1,120.0,16,1,1,10,14,21,-4.06,9003,Graduate
6,13.35,6,13.35,1,0,7,7,134.8,1,148.0,7,1,1,0,0,7,0.32,9500,Graduate
2,16.0,6,15.0,1,1,6,6,112.0,1,130.0,6,1,1,0,0,6,-4.06,9070,Graduate
0,0.0,2,10.5,1,0,5,5,116.1,1,120.0,5,1,1,0,0,9,-1.7,9130,Dropout
0,0.0,0,0.0,0,0,4,6,120.0,1,120.0,6,1,1,0,0,0,1.74,9130,Dropout
5,11.833333333333334,5,13.25,1,0,5,5,119.7,1,133.0,6,3,1,0,0,8,0.79,9147,Graduate
0,0.0,0,0.0,1,0,5,5,117.1,1,129.0,5,6,1,0,0,10,0.32,9119,Dropout
8,13.88125,8,13.88125,1,1,8,8,131.0,1,140.0,8,2,1,0,0,8,-3.12,9500,Graduate
5,12.6,6,11.333333333333334,1,0,6,6,130.9,1,127.0,8,2,1,0,0,8,-3.12,9254,Graduate
0,0.0,0,0.0,1,0,0,0,134.9,1,131.0,0,1,1,0,0,0,-0.92,171,Dropout
6,13.666666666666666,6,12.857142857142858,1,0,6,6,127.1,1,132.0,7,1,1,0,0,7,0.79,9238,Graduate
6,12.5,5,11.6,1,0,6,6,110.2,1,113.0,6,5,1,0,0,6,3.51,9773,Graduate
6,11.333333333333334,5,11.4,1,1,6,6,108.7,1,115.0,6,1,1,0,0,9,1.79,9254,Graduate
9,13.77777777777778,7,13.571428571428571,1,1,9,7,147.7,0,150.0,9,1,1,5,2,7,1.79,9070,Graduate
7,12.228571428571428,6,11.833333333333334,1,0,7,7,123.0,0,133.1,8,1,1,0,0,13,1.79,9556,Graduate
7,14.142857142857142,7,14.428571428571429,1,1,7,7,142.8,0,141.0,7,1,1,0,0,7,-0.92,9853,Graduate
5,12.4,6,12.285714285714286,1,1,6,6,125.2,1,136.0,9,2,1,0,0,8,3.51,9254,Graduate
5,13.8,5,14.4,1,0,5,5,141.8,0,140.0,5,1,1,0,0,7,0.32,9085,Graduate
8,15.06875,7,13.15,1,1,8,7,130.6,1,143.0,9,5,1,0,0,8,0.79,9500,Graduate
0,0.0,0,0.0,0,0,5,5,130.0,0,130.0,5,1,1,0,0,6,-4.06,9147,Dropout
0,0.0,0,0.0,1,0,6,5,100.0,0,133.1,8,1,1,0,0,5,2.02,9119,Dropout
7,12.342857142857143,7,12.342857142857143,1,1,8,8,119.0,1,129.0,8,2,1,0,0,8,1.74,9500,Graduate
1,11.0,4,10.5,1,0,6,6,122.2,1,118.0,14,1,1,0,0,10,0.32,9254,Dropout
5,11.6,5,10.6,1,0,5,5,150.0,0,150.0,8,1,1,0,0,5,1.79,9147,Graduate
0,0.0,0,0.0,1,0,6,6,135.5,0,133.1,6,1,0,0,0,6,2.02,8014,Dropout
6,12.0,4,11.25,1,1,6,6,127.3,1,122.0,6,2,1,0,0,8,1.74,9238,Graduate
10,11.7,6,10.5,1,0,10,9,127.0,1,127.0,10,1,1,4,3,11,-3.12,9670,Graduate
8,14.5125,7,13.457142857142856,1,0,8,7,127.5,1,131.0,8,3,1,0,0,7,0.79,9500,Graduate
4,12.333333333333334,5,12.6,1,0,5,5,122.0,0,130.0,8,2,1,0,0,6,0.32,9085,Graduate
0,0.0,0,0.0,0,0,6,6,115.8,0,130.0,0,5,1,0,0,0,-1.7,9085,Dropout
5,13.6,6,13.666666666666666,1,0,6,6,121.6,0,130.0,8,1,1,0,0,6,3.51,9670,Graduate
5,11.8,5,11.6,1,1,5,5,116.4,1,122.0,5,4,1,0,0,5,2.02,9147,Graduate
5,12.833333333333334,6,12.571428571428571,1,0,6,6,120.0,0,114.0,10,1,1,0,0,9,2.02,9130,Dropout
5,11.4,5,11.8,1,0,6,6,127.3,1,143.0,7,4,1,0,0,7,1.74,9853,Dropout
6,11.833333333333334,6,11.333333333333334,1,1,6,6,125.6,1,141.0,6,3,1,0,0,8,3.51,9238,Graduate
6,11.5,6,10.666666666666666,1,0,6,6,118.5,1,129.0,6,1,1,0,0,6,0.32,9254,Graduate
0,0.0,0,0.0,1,1,0,0,134.6,1,137.0,0,1,1,0,0,0,1.74,171,Graduate
4,11.5,6,13.333333333333334,1,0,6,6,140.0,0,140.0,9,1,1,1,2,9,0.79,9085,Graduate
6,12.833333333333334,5,13.0,1,1,6,6,117.9,1,120.0,7,1,1,0,0,6,3.51,9773,Graduate
7,12.90857142857143,7,12.90857142857143,1,1,8,8,128.0,1,144.0,11,3,1,0,0,11,1.74,9500,Graduate
1,10.0,4,12.0,1,0,6,6,113.2,1,123.0,11,5,1,0,0,12,1.74,9853,Dropout
6,15.833333333333334,6,15.333333333333334,1,0,6,6,156.9,1,152.0,9,3,1,0,0,6,-1.7,9070,Graduate
2,14.0,6,13.0,0,0,6,7,100.0,0,133.1,6,1,1,2,6,7,2.02,9147,Dropout
6,12.166666666666666,6,12.5,1,0,6,6,101.0,0,140.0,6,1,0,0,0,7,-4.06,8014,Graduate
6,14.333333333333334,6,13.0,1,1,6,6,121.5,1,133.0,6,1,1,0,0,7,1.79,9670,Graduate
5,12.571428571428571,4,11.75,1,0,5,5,126.8,1,138.0,10,1,1,0,0,6,1.74,9085,Graduate
4,14.25,4,12.5,1,0,5,5,132.9,0,142.0,5,5,1,0,0,5,0.32,9670,Graduate
17,12.055555555555555,17,11.61111111111111,1,0,17,17,134.3,1,115.0,22,1,1,14,16,19,1.79,171,Graduate
6,14.666666666666666,6,14.0,1,0,6,6,120.5,1,125.0,6,6,1,0,0,6,2.02,9254,Graduate
0,0.0,0,0.0,0,0,6,6,144.1,1,170.0,10,1,1,0,0,8,-0.92,9003,Dropout
5,13.833333333333334,5,13.8,1,0,5,5,100.0,0,140.0,6,1,0,0,0,5,-3.12,9991,Graduate
0,0.0,0,0.0,0,0,5,5,114.8,1,110.0,5,2,1,0,0,6,-1.7,9254,Dropout
0,0.0,0,0.0,0,0,0,0,111.9,0,114.0,0,1,1,0,0,0,-3.12,171,Dropout
3,12.333333333333334,4,12.25,1,1,5,5,125.4,1,138.0,9,3,1,0,0,9,3.51,9119,Dropout
3,13.666666666666666,3,11.5,1,0,6,6,140.0,0,140.0,12,1,1,0,0,12,1.79,9003,Dropout
9,12.555555555555555,6,12.571428571428571,1,0,9,7,140.0,0,140.0,9,1,1,5,2,9,-0.92,9070,Graduate
5,12.166666666666666,6,12.0,1,0,6,6,127.8,0,132.0,10,1,1,0,0,9,2.02,9130,Dropout
12,12.307692307692308,11,12.0,1,0,12,12,131.6,1,148.0,21,1,1,4,8,17,-4.06,9003,Graduate
0,0.0,0,0.0,1,0,0,0,119.4,1,132.0,0,1,1,0,0,0,1.74,171,Dropout
6,11.166666666666666,6,12.0,1,1,6,7,129.9,1,126.0,6,2,1,2,1,9,1.74,9238,Graduate
0,0.0,0,0.0,1,1,5,5,113.4,1,120.0,5,2,1,0,0,5,2.02,9147,Dropout
0,0.0,0,0.0,0,0,5,5,112.0,1,119.0,0,1,1,0,0,5,-3.12,9147,Dropout
4,12.5,4,10.5,1,0,6,6,140.0,0,120.0,16,1,1,0,0,15,-4.06,9670,Dropout
6,12.3,5,12.857142857142858,1,0,6,6,150.0,1,150.0,11,1,1,0,0,8,-0.92,9003,Graduate
1,10.0,2,13.0,1,0,5,5,150.0,0,140.0,11,1,1,0,0,7,3.51,9119,Dropout
8,12.75,11,12.454545454545457,1,0,11,11,116.2,0,116.0,17,4,0,3,9,11,-3.12,8014,Graduate
0,0.0,3,11.0,1,0,5,5,120.4,1,120.0,6,2,1,0,0,6,1.74,9119,Dropout
6,14.166666666666666,6,15.5,1,1,6,6,155.0,0,170.0,6,1,1,0,0,6,2.02,9773,Graduate
6,13.666666666666666,6,12.333333333333334,1,0,6,6,123.4,1,123.0,6,3,1,0,0,8,2.02,9254,Graduate
6,12.285714285714286,6,11.333333333333334,1,1,6,6,126.2,0,130.0,8,1,1,0,0,7,-0.92,9773,Graduate
0,0.0,0,0.0,1,0,6,6,120.5,1,117.0,0,1,1,0,0,12,-3.12,9773,Dropout
